2018 Headline,2018 hierarchy_level,2017 Headline,2017 hierarchy_level,Semantic Similarity,Levenshtein Distance,Jaccard Similarity
Subchapter B—Transfers,3.Subchapter,[Subchapter E—Repealed],3.Subchapter,0.51,10,0.00
Subchapter B—Transfers,3.Subchapter,Subchapter A—Jeopardy,3.Subchapter,0.63,10,0.33
Subchapter B—Transfers,3.Subchapter,Subchapter A—Licensing,3.Subchapter,0.68,9,0.33
Subchapter B—Transfers,3.Subchapter,Subchapter B—Registration,3.Subchapter,0.82,11,0.33
Subchapter B—Transfers,3.Subchapter,Subchapter A—Crimes,3.Subchapter,0.68,7,0.33
Subchapter B—Transfers,3.Subchapter,Subchapter B—Other Offenses,3.Subchapter,0.78,10,0.25
Subchapter B—Transfers,3.Subchapter,Subchapter C—Forfeitures,3.Subchapter,0.75,9,0.33
Subchapter B—Transfers,3.Subchapter,[Subchapter C—Repealed],3.Subchapter,0.52,10,0.00
Subchapter B—Transfers,3.Subchapter,Subchapter D—Possessions,3.Subchapter,0.71,10,0.33
§2511. Transfers in general,6.Section,§2511. Transfers in general,6.Section,1.00,0,1.00
§2512. Valuation of gifts,6.Section,§2512. Valuation of gifts,6.Section,1.00,0,1.00
§2512. Valuation of gifts,6.Section,§7520. Valuation tables,6.Section,0.61,10,0.17
§2513. Gift by husband or wife to third party,6.Section,§2513. Gift by husband or wife to third party,6.Section,1.00,0,1.00
§2514. Powers of appointment,6.Section,§2041. Powers of appointment,6.Section,0.76,3,0.60
§2514. Powers of appointment,6.Section,§2514. Powers of appointment,6.Section,1.00,0,1.00
§2515. Treatment of generation-skipping transfer tax,6.Section,§2515. Treatment of generation-skipping transfer tax,6.Section,1.00,0,1.00
"[§2515A. Repealed. Pub. L. 97–34, title IV, §403(c)(3)(B), Aug. 13, 1981, 95 Stat. 302]",6.Section,"[§191. Repealed. Pub. L. 97–34, title II, §212(d)(1), Aug. 13, 1981, 95 Stat. 239]",6.Section,0.74,16,0.56
"[§2515A. Repealed. Pub. L. 97–34, title IV, §403(c)(3)(B), Aug. 13, 1981, 95 Stat. 302]",6.Section,"[§913. Repealed. Pub. L. 97–34, title I, §112(a), Aug. 13, 1981, 95 Stat. 194]",6.Section,0.73,18,0.56
"[§2515A. Repealed. Pub. L. 97–34, title IV, §403(c)(3)(B), Aug. 13, 1981, 95 Stat. 302]",6.Section,"[§1348. Repealed. Pub. L. 97–34, title I, §101(c)(1), Aug. 13, 1981, 95 Stat. 183]",6.Section,0.75,15,0.56
"[§2515A. Repealed. Pub. L. 97–34, title IV, §403(c)(3)(B), Aug. 13, 1981, 95 Stat. 302]",6.Section,"[§2515A. Repealed. Pub. L. 97–34, title IV, §403(c)(3)(B), Aug. 13, 1981, 95 Stat. 302]",6.Section,1.00,0,1.00
"[§2515A. Repealed. Pub. L. 97–34, title IV, §403(c)(3)(B), Aug. 13, 1981, 95 Stat. 302]",6.Section,"[§6166A. Repealed. Pub. L. 97–34, title IV, §422(d), Aug. 13, 1981, 95 Stat. 315]",6.Section,0.78,15,0.65
§2516. Certain property settlements,6.Section,§2516. Certain property settlements,6.Section,1.00,0,1.00
§2516. Certain property settlements,6.Section,§2519. Dispositions of certain life estates,6.Section,0.83,27,0.00
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§103A. Repealed. Pub. L. 99–514, title XIII, §1301(j)(1), Oct. 22, 1986, 100 Stat. 2657]",6.Section,0.72,16,0.56
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§116. Repealed. Pub. L. 99–514, title VI, §612(a), Oct. 22, 1986, 100 Stat. 2250]",6.Section,0.74,19,0.56
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§177. Repealed. Pub. L. 99–514, title II, §241(a), Oct. 22, 1986, 100 Stat. 2181]",6.Section,0.84,19,0.56
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§182. Repealed. Pub. L. 99–514, title IV, §402(a), Oct. 22, 1986, 100 Stat. 2221]",6.Section,0.75,21,0.56
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§185. Repealed. Pub. L. 99–514, title II, §242(a), Oct. 22, 1986, 100 Stat. 2181]",6.Section,0.83,19,0.56
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§189. Repealed. Pub. L. 99–514, title VIII, §803(b)(1), Oct. 22, 1986, 100 Stat. 2355]",6.Section,0.78,16,0.56
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§278. Repealed. Pub. L. 99–514, title VIII, §803(b)(6), Oct. 22, 1986, 100 Stat. 2356]",6.Section,0.77,15,0.56
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§280. Repealed. Pub. L. 99–514, title VIII, §803(b)(2)(A), Oct. 22, 1986, 100 Stat. 2355]",6.Section,0.80,11,0.56
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§333. Repealed. Pub. L. 99–514, title VI, §631(e)(3), Oct. 22, 1986, 100 Stat. 2273]",6.Section,0.71,18,0.56
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§466. Repealed. Pub. L. 99–514, title VIII, §823(a), Oct. 22, 1986, 100 Stat. 2373]",6.Section,0.74,17,0.56
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§586. Repealed. Pub. L. 99–514, title IX, §901(c), Oct. 22, 1986, 100 Stat. 2378]",6.Section,0.73,20,0.56
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§934A. Repealed. Pub. L. 99–514, title XII, §1275(c)(3), Oct. 22, 1986, 100 Stat. 2599]",6.Section,0.72,16,0.56
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§935. Repealed. Pub. L. 99–514, title XII, §1272(d)(2), Oct. 22, 1986, 100 Stat. 2594]",6.Section,0.77,15,0.56
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,1.00,0,1.00
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§6039B. Repealed. Pub. L. 99–514, title XIII, §1303(b)(5), Oct. 22, 1986, 100 Stat. 2658]",6.Section,0.68,16,0.56
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§6152. Repealed. Pub. L. 99–514, title XIV, §1404(c)(1), Oct. 22, 1986, 100 Stat. 2714]",6.Section,0.66,18,0.56
"[§2517. Repealed. Pub. L. 99–514, title XVIII, §1852(e)(2)(A), Oct. 22, 1986, 100 Stat. 2868]",6.Section,"[§6678. Repealed. Pub. L. 99–514, title XV, §1501(d)(2), Oct. 22, 1986, 100 Stat. 2740]",6.Section,0.82,17,0.56
§2518. Disclaimers,6.Section,§2046. Disclaimers,6.Section,0.55,3,0.33
§2518. Disclaimers,6.Section,§2518. Disclaimers,6.Section,1.00,0,1.00
§2518. Disclaimers,6.Section,§5206. Containers,6.Section,0.34,10,0.00
§2519. Dispositions of certain life estates,6.Section,§2516. Certain property settlements,6.Section,0.83,27,0.00
§2519. Dispositions of certain life estates,6.Section,§2519. Dispositions of certain life estates,6.Section,1.00,0,1.00
Subchapter C—Deductions,3.Subchapter,Subpart C—Refundable Credits,5.Subpart,0.81,20,0.00
Subchapter C—Deductions,3.Subchapter,Subchapter C—Miscellaneous,3.Subchapter,0.85,10,0.33
Subchapter C—Deductions,3.Subchapter,Subchapter B—Transfers,3.Subchapter,0.73,10,0.33
Subchapter C—Deductions,3.Subchapter,Subchapter C—Deductions,3.Subchapter,1.00,0,1.00
Subchapter C—Deductions,3.Subchapter,Subchapter C—Taxable Amount,3.Subchapter,0.82,12,0.25
Subchapter C—Deductions,3.Subchapter,Subchapter B—Coal,3.Subchapter,0.62,10,0.33
Subchapter C—Deductions,3.Subchapter,Subchapter B—Communications,3.Subchapter,0.66,8,0.33
Subchapter C—Deductions,3.Subchapter,Subchapter C—Miscellaneous Provisions,3.Subchapter,0.82,18,0.25
Subchapter C—Deductions,3.Subchapter,[Subchapter C—Repealed],3.Subchapter,0.74,10,0.00
Subchapter C—Deductions,3.Subchapter,Subpart B—Production,5.Subpart,0.62,10,0.00
Subchapter C—Deductions,3.Subchapter,Subchapter G—Breweries,3.Subchapter,0.59,9,0.33
Subchapter C—Deductions,3.Subchapter,Subchapter A—Taxes,3.Subchapter,0.70,10,0.33
Subchapter C—Deductions,3.Subchapter,Subchapter A—Jeopardy,3.Subchapter,0.60,10,0.33
Subchapter C—Deductions,3.Subchapter,Subchapter A—Licensing,3.Subchapter,0.61,9,0.33
Subchapter C—Deductions,3.Subchapter,Subchapter B—Registration,3.Subchapter,0.68,9,0.33
Subchapter C—Deductions,3.Subchapter,Subchapter A—Crimes,3.Subchapter,0.67,9,0.33
Subchapter C—Deductions,3.Subchapter,Subchapter C—Forfeitures,3.Subchapter,0.95,9,0.33
Subchapter C—Deductions,3.Subchapter,[Subchapter C—Repealed],3.Subchapter,0.74,10,0.00
Subchapter C—Deductions,3.Subchapter,Subchapter D—Possessions,3.Subchapter,0.74,8,0.33
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§4. Repealed. Pub. L. 94–455, title V, §501(b)(1), Oct. 4, 1976, 90 Stat. 1558]",6.Section,0.84,12,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§76. Repealed. Pub. L. 94–455, title XIX, §1901(a)(14), Oct. 4, 1976, 90 Stat. 1765]",6.Section,0.78,13,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§187. Repealed. Pub. L. 94–455, title XIX, §1901(a)(31), Oct. 4, 1976, 90 Stat. 1769]",6.Section,0.76,11,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§214. Repealed. Pub. L. 94–455, title V, §504(b)(1), Oct. 4, 1976, 90 Stat. 1565]",6.Section,0.82,12,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§242. Repealed. Pub. L. 94–455, title XIX, §1901(a)(33), Oct. 4, 1976, 90 Stat. 1769]",6.Section,0.84,9,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§342. Repealed. Pub. L. 94–455, title XIX, §1901(a)(47), Oct. 4, 1976, 90 Stat. 1772]",6.Section,0.81,12,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§363. Repealed. Pub. L. 94–455, title XIX, §1901(a)(49), Oct. 4, 1976, 90 Stat. 1773]",6.Section,0.78,13,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§373. Repealed. Pub. L. 94–455, title XIX, §1901(a)(52), Oct. 4, 1976, 90 Stat. 1773]",6.Section,0.78,13,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§§391 to 395. Repealed. Pub. L. 94–455, title XIX, §1901(a)(55), Oct. 4, 1976, 90 Stat. 1773]",6.Section,0.77,19,0.50
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§583. Repealed. Pub. L. 94–455, title XIX, §1901(a)(82), Oct. 4, 1976, 90 Stat. 1778]",6.Section,0.78,12,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§592. Repealed. Pub. L. 94–455, title XIX, §1901(a)(83), Oct. 4, 1976, 90 Stat. 1778]",6.Section,0.80,11,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§601. Repealed. Pub. L. 94–455, title XIX, §1901(a)(85), Oct. 4, 1976, 90 Stat. 1778]",6.Section,0.78,12,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§615. Repealed. Pub. L. 94–455, title XIX, §1901(a)(88), Oct. 4, 1976, 90 Stat. 1779]",6.Section,0.76,12,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§632. Repealed. Pub. L. 94–455, title XIX, §1901(a)(90), Oct. 4, 1976, 90 Stat. 1779]",6.Section,0.77,11,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§669. Repealed. Pub. L. 94–455, title VII, §701(d)(1), Oct. 4, 1976, 90 Stat. 1578]",6.Section,0.74,14,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§972. Repealed. Pub. L. 94–455, title XIX, §1901(a)(120), Oct. 4, 1976, 90 Stat. 1784]",6.Section,0.78,12,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§981. Repealed. Pub. L. 94–455, title X, §1012(b)(2), Oct. 4, 1976, 90 Stat. 1614]",6.Section,0.78,11,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§1002. Repealed. Pub. L. 94–455, title XIX, §1901(b)(28)(B)(i), Oct. 4, 1976, 90 Stat. 1799]",6.Section,0.82,17,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§1020. Repealed. Pub. L. 94–455, title XIX, §1901(a)(125), Oct. 4, 1976, 90 Stat. 1784]",6.Section,0.78,12,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§1111. Repealed. Pub. L. 94–455, title XIX, §1901(a)(134), Oct. 4, 1976, 90 Stat. 1786]",6.Section,0.79,12,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§1240. Repealed. Pub. L. 94–455, title XIX, §1901(a)(139), Oct. 4, 1976, 90 Stat. 1787]",6.Section,0.76,13,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§1315. Repealed. Pub. L. 94–455, title XIX, §1901(a)(143), Oct. 4, 1976, 90 Stat. 1788]",6.Section,0.72,13,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§1321. Repealed. Pub. L. 94–455, title XIX, §1901(a)(144), Oct. 4, 1976, 90 Stat. 1788]",6.Section,0.78,12,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§§1331 to 1337. Repealed. Pub. L. 94–455, title XIX, §1901(a)(145)(A), Oct. 4, 1976, 90 Stat. 1788]",6.Section,0.71,25,0.50
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§1342. Repealed. Pub. L. 94–455, title XIX, §1901(a)(147), Oct. 4, 1976, 90 Stat. 1788]",6.Section,0.75,14,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§1346. Repealed. Pub. L. 94–455, title XIX, §1901(a)(148), Oct. 4, 1976, 90 Stat. 1788]",6.Section,0.76,14,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§1347. Repealed. Pub. L. 94–455, title XIX, §1951(b)(12)(A), Oct. 4, 1976, 90 Stat. 1840]",6.Section,0.79,14,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§1465. Repealed. Pub. L. 94–455, title XIX, §1901(a)(156), Oct. 4, 1976, 90 Stat. 1789]",6.Section,0.74,13,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§2052. Repealed. Pub. L. 94–455, title XX, §2001(a)(4), Oct. 4, 1976, 90 Stat. 1848]",6.Section,0.88,5,0.65
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§2202. Repealed. Pub. L. 94–455, title XIX, §1902(a)(8), Oct. 4, 1976, 90 Stat. 1805]",6.Section,0.81,11,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,1.00,0,1.00
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§3113. Repealed. Pub. L. 94–455, title XIX, §1903(a)(2), Oct. 4, 1976, 90 Stat. 1806]",6.Section,0.76,12,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§4226. Repealed. Pub. L. 94–455, title XIX, §1904(a)(4), Oct. 4, 1976, 90 Stat. 1811]",6.Section,0.80,11,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§4292. Repealed. Pub. L. 94–455, title XIX, §1904(a)(9), Oct. 4, 1976, 90 Stat. 1812]",6.Section,0.81,11,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§§4294, 4295. Repealed. Pub. L. 94–455, title XIX, §1904(a)(10), (11), Oct. 4, 1976, 90 Stat. 1812]",6.Section,0.79,24,0.50
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§§4591 to 4597. Repealed. Pub. L. 94–455, title XIX, §1904(a)(15), Oct. 4, 1976, 90 Stat. 1814]",6.Section,0.76,20,0.50
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§5315. Repealed. Pub. L. 94–455, title XIX, §1905(a)(19), Oct. 4, 1976, 90 Stat. 1820]",6.Section,0.78,12,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§5676. Repealed. Pub. L. 94–455, title XIX, §1905(b)(1)(A), Oct. 4, 1976, 90 Stat. 1822]",6.Section,0.73,14,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§5689. Repealed. Pub. L. 94–455, title XIX, §1905(b)(2)(E)(i), Oct. 4, 1976, 90 Stat. 1822]",6.Section,0.77,17,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§6106. Repealed. Pub. L. 94–455, title XII, §1202(h)(1), Oct. 4, 1976, 90 Stat. 1688]",6.Section,0.67,14,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§6162. Repealed. Pub. L. 94–455, title XIX, §1906(a)(12), Oct. 4, 1976, 90 Stat. 1825]",6.Section,0.74,13,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§6417. Repealed. Pub. L. 94–455, title XIX, §1906(a)(25), Oct. 4, 1976, 90 Stat. 1827]",6.Section,0.71,13,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§6680. Repealed. Pub. L. 94–455, title XIX, §1904(b)(10)(A)(vi)(I), Oct. 4, 1976, 90 Stat. 1817]",6.Section,0.75,22,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§6681. Repealed. Pub. L. 94–455, title XIX, §1904(b)(10)(D)(i), Oct. 4, 1976, 90 Stat. 1817]",6.Section,0.82,17,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§7233. Repealed. Pub. L. 94–455, title XIX, §1952(n)(2)(A), Oct. 4, 1976, 90 Stat. 1846]",6.Section,0.79,14,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§7234. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(B)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,0.75,17,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§7235. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(B)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,0.79,17,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§7239. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(D)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,0.76,17,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§7263. Repealed. Pub. L. 94–455, title XIX, §1952(n)(3)(A), Oct. 4, 1976, 90 Stat. 1846]",6.Section,0.78,14,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§7264. Repealed. Pub. L. 94–455, title XIX, §1904(b)(9)(C)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,0.75,17,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§7265. Repealed. Pub. L. 94–455, title XIX, §1904(b)(7)(C)(i), Oct. 4, 1976, 90 Stat. 1815]",6.Section,0.77,17,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§7267. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(E)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,0.73,17,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§7274. Repealed. Pub. L. 94–455, title XIX, §1904(b)(8)(E)(i), Oct. 4, 1976, 90 Stat. 1816]",6.Section,0.74,17,0.56
"[§2521. Repealed. Pub. L. 94–455, title XX, §2001(b)(3), Oct. 4, 1976, 90 Stat. 1849]",6.Section,"[§7515. Repealed. Pub. L. 94–455, title XII, §1202(h)(4), Oct. 4, 1976, 90 Stat. 1688]",6.Section,0.78,13,0.56
