Parent Title 2017,Hierarchy Level 2017,Total Children 2017,Parent Title 2018,Hierarchy Level 2018,Total Children 2018,Semantic Matches,Semantic Similarity Avg,Levenshtein_Matches,Levenshtein Distance Avg,Jaccard_Matches,Jaccard Similarity Avg,Matching Children,Matching Children Same Level
Imposition and rate of tax,6.Section,0,Imposition and rate of tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Payment of tax,6.Section,0,Payment of tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Provisions relating to liability for occupa tional taxes,6.Section,0,Provisions relating to liability for occupa tional taxes,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Application of State laws The payment of any tax imposed by this sub,6.Section,0,Application of State laws The payment of any t ax im posed b y this su b,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Records to be maintained Every manufacturer of tobacco products proc,6.Section,0,Records to be maintained Every m anufacturer of tobacco prod ucts proc,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Purchase receipt possession or sale of,6.Section,0,Purchase receipt possession or sale of tobacco products and cigarette papers and,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Restrictions relating to marks labels no tices and packages,6.Section,0,Restrictions relating to marks labels no tices and packages,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Disposal of forfeited condemned and abandoned tobacco products and cigarette,6.Section,0,Disposal of forfeited condemned and abandoned tobacco products and cigarette,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Restriction on importation of previously exported tobacco products,6.Section,0,Restriction on importation of previously exported tobacco products,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Civil penalties,6.Section,0,Civil penalties,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Criminal penalties,6.Section,0,Criminal penalties,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Forfeitures,6.Section,0,Forfeitures,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Denial of certain losses,6.Section,0,Denial of certain losses,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Imposition of tax,6.Section,0,Imposition of tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Registration of importers manufacturers and dealers,6.Section,0,Registration of importers manufacturers and dealers,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Definition of bank For purposes of sections and the term,6.Section,0,Definition of bank For pu rposes o f sections a nd th e te rm,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Transfer tax,6.Section,0,Transfer tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Transfers,6.Section,0,Transfers,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Bad debts losses and gains with respect to securities held by financial institutions,6.Section,0,Bad debts losses and gains with respect to securities held by financial institutions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Making tax,6.Section,0,Making tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Making No person shall make a firearm unless he has,6.Section,0,Making No person sh all m ake a fi rearm u nless he has,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title XIX,6.Section,0,Repealed Pub L title XIX,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Common trust funds,6.Section,0,Common trust funds,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Registration of firearms,6.Section,0,Registration of firearms,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Identification of firearms,6.Section,0,Identification of firearms,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Records and returns Importers manufacturers and dealers shall,6.Section,0,Records and returns Importers manufacturers and dealers sh all k eep,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Importation No firearm shall be imported or brought into,6.Section,0,Importation No fi rearm sh all be im ported o r bro ught into,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Definitions For the purpose of this,6.Section,0,Definitions For th e pu rpose o f this c hapter,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Other laws applicable All provisions of law relating to special taxes,6.Section,0,Other laws applicable All pro visions of law re lating to sp ecial t axes,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Effect on other laws Nothing in this shall be construed as,6.Section,0,Effect on other laws Nothing in this c hapter sh all be co nstrued a s,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Restrictive use of information,6.Section,0,Restrictive use of information,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Citation of This may be cited as the National,6.Section,0,Citation of This c hapter may be c ited a s th e N ational Fi re,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Reserves for losses on loans of banks,6.Section,0,Reserves for losses on loans of banks,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Special occupational tax exemption,6.Section,0,Special occupational tax exemption,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
General transfer and making tax exemp tion,6.Section,0,General transfer and making tax exemp tion,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Transfer and making tax exemption avail able to certain governmental entities,6.Section,0,Transfer and making tax exemption avail able to certain governmental entities,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Exportation of firearms exempt from transfer tax,6.Section,0,Exportation of firearms exempt from transfer tax,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title IX c,6.Section,0,Repealed Pub L title IX c,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Prohibited acts It shall be unlawful for any person,6.Section,0,Prohibited acts It sh all be u nlawful for any p erson,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Penalties Any person who violates or fails to comply,6.Section,0,Penalties Any p erson who violates o r fails to co mply w ith,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Forfeitures,6.Section,0,Forfeitures,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Greenmail,6.Section,0,Greenmail,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Structured settlement factoring trans actions,6.Section,0,Structured settlement factoring transac tions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Other definitions and special rules,6.Section,0,Other definitions and special rules,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Deduction for dividends paid on deposits,6.Section,0,Deduction for dividends paid on deposits,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title XIX,6.Section,0,Repealed Pub L title XIX,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Reserves for losses on loans,6.Section,0,Reserves for losses on loans,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Alternative tax for mutual savings banks conducting life insurance business,6.Section,0,Alternative tax for mutual savings banks conducting life insurance business,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Treatment of transactions in which Fed eral financial assistance provided,6.Section,0,Treatment of transactions in which F ederal financial assistance provided,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Tax on base erosion payments of taxpayers with substantial gross receipts,6.Section,0,A Tax on base erosion payments of taxpayers with substantial gross receipts,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
B Repealed Pub L title I a,6.Section,0,B Repealed Pub L title I a,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Notice or regulations requiring records statements and special returns,6.Section,0,Notice or regulations requiring records statements and special returns,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title XIX,6.Section,0,Repealed Pub L title XIX,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
General requirement of return statement or list,6.Section,0,General requirement of return statement or list,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Persons required to make returns of in,6.Section,0,Persons required to make returns of income,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Joint returns of income tax by husband and wife,6.Section,0,Joint returns of income tax by husband and wife,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Income tax returntax not computed by taxpayer,6.Section,0,Income tax returntax not computed by taxpayer,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Relief from joint and several liability on joint return,6.Section,0,Relief from joint and several liability on joint return,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L title I a,6.Section,0,Repealed Pub L title I a,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Selfemployment tax returns Every individual other than a nonresident,6.Section,0,Selfemployment tax returns Every individual other th an a n onresi dent ali en,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Repealed Pub L title VII,6.Section,0,A Repealed Pub L title VII,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Estate tax returns,6.Section,0,Estate tax returns,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Gift tax returns Any individual who in any calendar year,6.Section,0,Gift tax returns Any i ndividual w ho in any cal endar year makes,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Returns prepared for or executed by Sec retary,6.Section,0,Returns prepared for or executed by Sec,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Listing by Secretary of taxable objects,6.Section,0,Listing by Secretary of taxable objects owned by nonresidents of internal revenue,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Return of partnership income,6.Section,0,Return of partnership income,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Returns of banks with respect to common trust funds,6.Section,0,Returns of banks with respect to common trust funds,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Returns by exempt organizations,6.Section,0,Returns by exempt organizations,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Returns by certain trusts,6.Section,0,Returns by certain trusts,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Information to beneficiaries of estates and trusts,6.Section,0,A Information to beneficiaries of estates,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Basis information to persons acquiring property from decedent,6.Section,0,Basis information to persons acquiring property from decedent,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Notice of qualification as executor or re ceiver,6.Section,0,Notice of qualification as executor or re ceiver,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Return of S corporation,6.Section,0,Return of S corporation,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Information reporting with respect to cer tain foreign corporations and partnerships,6.Section,0,Information reporting with respect to cer tain foreign corporations and partnerships,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Information with respect to certain for eignowned corporations,6.Section,0,A Information with respect to certain for eignowned corporations,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
B Notice of certain transfers to foreign persons,6.Section,0,B Notice of certain transfers to foreign persons,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
C Information with respect to foreign cor porations engaged in US business,6.Section,0,C Information with respect to foreign cor porations engaged in U S business,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
D Information with respect to foreign fi nancial assets,6.Section,0,D Information with respect to foreign fi nancial assets,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Returns required in connection with cer tain options,6.Section,0,Returns required in connection with cer tain options,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Repealed Pub L title IV,6.Section,0,A Repealed Pub L title IV,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
B Repealed Pub L title XIII,6.Section,0,B Repealed Pub L title XIII,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
C Returns with respect to foreign persons holding direct investments in United States,6.Section,0,C Returns with respect to foreign persons holding direct investments in United States,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
D Returns and records with respect to cer tain fringe benefit plans,6.Section,0,D Returns and records with respect to cer tain fringe benefit plans,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
E Information concerning resident status,6.Section,0,E Information concerning resident status,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
F Notice of large gifts received from for eign persons,6.Section,0,F Notice of large gifts received from for eign persons,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
G Information on individuals losing United States citizenship,6.Section,0,G Information on individuals losing United States citizenship,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
H Information with respect to Alaska Na tive Settlement Trusts and Native Corpora,6.Section,0,H Information with respect to Alaska Na tive Settlement Trusts and Native Corpora,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
I Returns and records with respect to em ployerowned life insurance contracts,6.Section,0,I Returns and records with respect to em ployerowned life insurance contracts,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
J Information reporting with respect to Commodity Credit Corporation transactions,6.Section,0,J Information reporting with respect to Commodity Credit Corporation transactions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Cross references,6.Section,0,Cross references,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Information at source,6.Section,0,Information at source,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Returns regarding payments of remu neration for services and direct sales,6.Section,0,A Returns regarding payments of remu neration for services and direct sales,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Returns regarding payments of dividends and corporate earnings and profits,6.Section,0,Returns regarding payments of dividends and corporate earnings and profits,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Liquidating etc transactions,6.Section,0,Liquidating etc transactions,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Returns relating to taxable mergers and acquisitions,6.Section,0,A Returns relating to taxable mergers and,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Returns regarding payments of patronage dividends,6.Section,0,Returns regarding payments of patronage dividends,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Returns of brokers,6.Section,0,Returns of brokers,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Information required in connection with transfers of covered securities to brokers,6.Section,0,A Information required in connection with transfers of covered securities to brokers,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
B Returns relating to actions affecting basis of specified securities,6.Section,0,B Returns relating to actions affecting ba sis of specified securities,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Returns as to organization or reorganiza tion of foreign corporations and as to acqui,6.Section,0,Returns as to organization or reorganiza tion of foreign corporations and as to acqui,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Returns as to interests in foreign nerships,6.Section,0,A Returns as to interests in foreign nerships,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Information relating to certain trusts and annuity plans,6.Section,0,Information relating to certain trusts and annuity plans,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Information with respect to certain for eign trusts,6.Section,0,Information with respect to certain for eign trusts,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Returns regarding payments of interest,6.Section,0,Returns regarding payments of interest,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
Repealed Pub L a Dec,6.Section,0,Repealed Pub L a Dec,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
A Reporting requirements of certain fish ing boat operators,6.Section,0,A Reporting requirements of certain fish ing boat operators,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
B Returns relating to unemployment com pensation,6.Section,0,B Returns relating to unemployment com pensation,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
C Repealed Pub L title I,6.Section,0,C Repealed Pub L title I,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
D Returns relating to energy grants and fi nancing,6.Section,0,D Returns relating to energy grants and fi nancing,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
E State and local income tax refunds,6.Section,0,E State and local income tax refunds,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
F Returns relating to social security bene fits,6.Section,0,F Returns relating to social security bene fits,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
G Returns relating to certain railroad re tirement benefits,6.Section,0,G Returns relating to certain railroad re tirement benefits,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
H Returns relating to mortgage interest received in trade or business from individ,6.Section,0,H Returns relating to mortgage interest received in trade or business from individ,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
I Returns relating to cash received in trade or business etc,6.Section,0,I Returns relating to cash received in trade or business etc,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
J Returns relating to foreclosures and abandonments of security,6.Section,0,J Returns relating to foreclosures and abandonments of security,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
K Returns relating to exchanges of certain partnership interests,6.Section,0,K Returns relating to exchanges of certain partnership interests,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
L Returns relating to certain donated property,6.Section,0,L Returns relating to certain donated property,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
M Returns relating to persons receiving contracts from Federal executive agencies,6.Section,0,M Returns relating to persons receiving contracts from F ederal executive agencies,6.Section,0,0,0.0,0,0.0,0,0.0,0,0
