Parent Title 2017,Hierarchy Level 2017,Parent Title 2018,Hierarchy Level 2018,Child Title 2017,Child Title 2018,Child Hierarchy Level 2017,Child Hierarchy Level 2018,Semantic Similarity Score,Angle (Degrees)
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 45—PROVISIONS RELA TING TO EXPATRIA TED ENTITIES,2.Chapter,2.Chapter,0.9696591,14.14999008178711
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 46—GOLDEN P ARACHUTE PAYMENTS,2.Chapter,2.Chapter,0.83789206,33.08180618286133
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 47—CERT AIN GROUP HEAL TH PLANS,2.Chapter,2.Chapter,0.8180591,35.10902786254883
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 48—MAINTENANCE OF MINIMUM ESSENTIAL COVERAGE,2.Chapter,2.Chapter,0.814846,35.427860260009766
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 49—COSMETIC SERVICES,2.Chapter,2.Chapter,0.6526493,49.25835037231445
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 50—FOREIGN PROCUREMENT,2.Chapter,2.Chapter,0.79646426,37.20621871948242
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 31—RET AIL EXCISE TAXES,2.Chapter,2.Chapter,0.70536506,45.140953063964844
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,2.Chapter,0.72856104,43.234100341796875
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 33—FACILITIES AND SERVICES,2.Chapter,2.Chapter,0.6199621,51.68663024902344
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 34—T AXES ON CERT AIN INSURANCE POLICIES,2.Chapter,2.Chapter,0.67587495,47.47786331176758
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 35—T AXES ON WAGERING,2.Chapter,2.Chapter,0.6962652,45.87187194824219
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 36—CERT AIN O THER EXCISE TAXES,2.Chapter,2.Chapter,0.7964459,37.20795822143555
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 37—REPEALED],2.Chapter,2.Chapter,0.6865432,46.64290237426758
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 38—REPEALED]1,2.Chapter,2.Chapter,0.6602313,48.68247985839844
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 38—ENVIRONMENT AL TAXES,2.Chapter,2.Chapter,0.7139488,44.4428825378418
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 39—REGISTRA TION-REQUIRED OBLIGA TIONS,2.Chapter,2.Chapter,0.75543356,40.936729431152344
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 40—GENERAL PROVISIONS RELA TING TO OCCUP ATIONAL TAXES,2.Chapter,2.Chapter,0.70913523,44.83539962768555
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 41—PUBLIC CHARITIES,2.Chapter,2.Chapter,0.7215363,43.81853485107422
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 42—PRIV ATE FOUNDA TIONS; AND CERT AIN O THER TAX-EXEMPT ORGANIZA-,2.Chapter,2.Chapter,0.74327326,41.98899841308594
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,"CHAPTER 43—QU ALIFIED PENSION , ETC ., PLANS",2.Chapter,2.Chapter,0.7846341,38.313148498535156
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 44—QU ALIFIED INVESTMENT ENTITIES,2.Chapter,2.Chapter,0.8023339,36.64644241333008
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 45—PROVISIONS RELA TING TO EXPATRIA TED ENTITIES,2.Chapter,2.Chapter,0.76146305,40.40665054321289
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 46—GOLDEN P ARACHUTE PAYMENTS,2.Chapter,2.Chapter,0.9597236,16.316669464111328
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 47—CERT AIN GROUP HEAL TH PLANS,2.Chapter,2.Chapter,0.76086074,40.45985794067383
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 48—MAINTENANCE OF MINIMUM ESSENTIAL COVERAGE,2.Chapter,2.Chapter,0.73519385,42.67639923095703
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 49—COSMETIC SERVICES,2.Chapter,2.Chapter,0.7381758,42.423744201660156
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 46—GOLDEN PARACHUTE,CHAPTER 50—FOREIGN PROCUREMENT,2.Chapter,2.Chapter,0.7701448,39.63310241699219
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 31—RET AIL EXCISE TAXES,2.Chapter,2.Chapter,0.72986615,43.12482452392578
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,2.Chapter,0.7056535,45.11763381958008
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 33—FACILITIES AND SERVICES,2.Chapter,2.Chapter,0.61857045,51.78818130493164
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 34—T AXES ON CERT AIN INSURANCE POLICIES,2.Chapter,2.Chapter,0.7560069,40.88656997680664
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 35—T AXES ON WAGERING,2.Chapter,2.Chapter,0.68847525,46.4904670715332
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 36—CERT AIN O THER EXCISE TAXES,2.Chapter,2.Chapter,0.7607129,40.47290802001953
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 37—REPEALED],2.Chapter,2.Chapter,0.7702501,39.6236457824707
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 38—REPEALED]1,2.Chapter,2.Chapter,0.66157687,48.579750061035156
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 38—ENVIRONMENT AL TAXES,2.Chapter,2.Chapter,0.7247478,43.552127838134766
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 39—REGISTRA TION-REQUIRED OBLIGA TIONS,2.Chapter,2.Chapter,0.7317251,42.96878433227539
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 40—GENERAL PROVISIONS RELA TING TO OCCUP ATIONAL TAXES,2.Chapter,2.Chapter,0.7061057,45.0810546875
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 41—PUBLIC CHARITIES,2.Chapter,2.Chapter,0.762653,40.301353454589844
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 42—PRIV ATE FOUNDA TIONS; AND CERT AIN O THER TAX-EXEMPT ORGANIZA-,2.Chapter,2.Chapter,0.78730464,38.0656623840332
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,"CHAPTER 43—QU ALIFIED PENSION , ETC ., PLANS",2.Chapter,2.Chapter,0.8257684,34.333526611328125
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 44—QU ALIFIED INVESTMENT ENTITIES,2.Chapter,2.Chapter,0.78132313,38.61811447143555
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 45—PROVISIONS RELA TING TO EXPATRIA TED ENTITIES,2.Chapter,2.Chapter,0.7960124,37.24901580810547
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 46—GOLDEN P ARACHUTE PAYMENTS,2.Chapter,2.Chapter,0.78251886,38.508216857910156
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 47—CERT AIN GROUP HEAL TH PLANS,2.Chapter,2.Chapter,0.95198053,17.827878952026367
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 48—MAINTENANCE OF MINIMUM ESSENTIAL COVERAGE,2.Chapter,2.Chapter,0.8202207,34.893104553222656
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 49—COSMETIC SERVICES,2.Chapter,2.Chapter,0.7403657,42.237422943115234
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 47—CERTAIN GROUP HEALTH   PLANS,CHAPTER 50—FOREIGN PROCUREMENT,2.Chapter,2.Chapter,0.76828206,39.80012893676758
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 31—RET AIL EXCISE TAXES,2.Chapter,2.Chapter,0.74146736,42.143436431884766
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,2.Chapter,0.7559555,40.89106750488281
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 33—FACILITIES AND SERVICES,2.Chapter,2.Chapter,0.58646065,54.09375
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 34—T AXES ON CERT AIN INSURANCE POLICIES,2.Chapter,2.Chapter,0.7783961,38.88603591918945
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 35—T AXES ON WAGERING,2.Chapter,2.Chapter,0.7305036,43.07136917114258
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 36—CERT AIN O THER EXCISE TAXES,2.Chapter,2.Chapter,0.78587836,38.1980094909668
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 37—REPEALED],2.Chapter,2.Chapter,0.69901377,45.65206527709961
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 38—REPEALED]1,2.Chapter,2.Chapter,0.7074773,44.969970703125
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 38—ENVIRONMENT AL TAXES,2.Chapter,2.Chapter,0.78620714,38.16753387451172
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 39—REGISTRA TION-REQUIRED OBLIGA TIONS,2.Chapter,2.Chapter,0.79823196,37.03839874267578
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 40—GENERAL PROVISIONS RELA TING TO OCCUP ATIONAL TAXES,2.Chapter,2.Chapter,0.7775552,38.96272277832031
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 41—PUBLIC CHARITIES,2.Chapter,2.Chapter,0.72310925,43.68821334838867
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 42—PRIV ATE FOUNDA TIONS; AND CERT AIN O THER TAX-EXEMPT ORGANIZA-,2.Chapter,2.Chapter,0.8111415,35.792388916015625
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,"CHAPTER 43—QU ALIFIED PENSION , ETC ., PLANS",2.Chapter,2.Chapter,0.79332453,37.502708435058594
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 44—QU ALIFIED INVESTMENT ENTITIES,2.Chapter,2.Chapter,0.7967987,37.17451858520508
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 45—PROVISIONS RELA TING TO EXPATRIA TED ENTITIES,2.Chapter,2.Chapter,0.8367584,33.200618743896484
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 46—GOLDEN P ARACHUTE PAYMENTS,2.Chapter,2.Chapter,0.78204286,38.551998138427734
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 47—CERT AIN GROUP HEAL TH PLANS,2.Chapter,2.Chapter,0.8366969,33.20705032348633
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 48—MAINTENANCE OF MINIMUM ESSENTIAL COVERAGE,2.Chapter,2.Chapter,0.99999994,0.01978234015405178
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 49—COSMETIC SERVICES,2.Chapter,2.Chapter,0.7413332,42.15489196777344
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 48—MAINTENANCE OF MINIMUM   ESSENTIAL COVERAGE,CHAPTER 50—FOREIGN PROCUREMENT,2.Chapter,2.Chapter,0.78324807,38.441062927246094
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 31—RET AIL EXCISE TAXES,2.Chapter,2.Chapter,0.6240624,51.386592864990234
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,2.Chapter,0.6716766,47.803401947021484
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 33—FACILITIES AND SERVICES,2.Chapter,2.Chapter,0.6599122,48.706817626953125
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 34—T AXES ON CERT AIN INSURANCE POLICIES,2.Chapter,2.Chapter,0.6726544,47.72773361206055
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 35—T AXES ON WAGERING,2.Chapter,2.Chapter,0.623971,51.3932991027832
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 36—CERT AIN O THER EXCISE TAXES,2.Chapter,2.Chapter,0.65871394,48.798133850097656
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 37—REPEALED],2.Chapter,2.Chapter,0.66392344,48.400211334228516
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 38—REPEALED]1,2.Chapter,2.Chapter,0.629085,51.01734924316406
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 38—ENVIRONMENT AL TAXES,2.Chapter,2.Chapter,0.6985445,45.68965148925781
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 39—REGISTRA TION-REQUIRED OBLIGA TIONS,2.Chapter,2.Chapter,0.7362181,42.58975601196289
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 40—GENERAL PROVISIONS RELA TING TO OCCUP ATIONAL TAXES,2.Chapter,2.Chapter,0.63068634,50.89921951293945
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 41—PUBLIC CHARITIES,2.Chapter,2.Chapter,0.6957482,45.91312789916992
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 42—PRIV ATE FOUNDA TIONS; AND CERT AIN O THER TAX-EXEMPT ORGANIZA-,2.Chapter,2.Chapter,0.65625674,48.9849853515625
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,"CHAPTER 43—QU ALIFIED PENSION , ETC ., PLANS",2.Chapter,2.Chapter,0.67152685,47.814979553222656
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 44—QU ALIFIED INVESTMENT ENTITIES,2.Chapter,2.Chapter,0.70971817,44.78800582885742
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 45—PROVISIONS RELA TING TO EXPATRIA TED ENTITIES,2.Chapter,2.Chapter,0.6305359,50.91032409667969
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 46—GOLDEN P ARACHUTE PAYMENTS,2.Chapter,2.Chapter,0.7189565,44.0316047668457
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 47—CERT AIN GROUP HEAL TH PLANS,2.Chapter,2.Chapter,0.7122994,44.57768630981445
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 48—MAINTENANCE OF MINIMUM ESSENTIAL COVERAGE,2.Chapter,2.Chapter,0.7413332,42.15489196777344
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 49—COSMETIC SERVICES,2.Chapter,2.Chapter,1.0000001,
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 49—COSMETIC SERVICES,CHAPTER 50—FOREIGN PROCUREMENT,2.Chapter,2.Chapter,0.7851943,38.261348724365234
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 50—FOREIGN PROCUREMENT,CHAPTER 31—RET AIL EXCISE TAXES,2.Chapter,2.Chapter,0.7704022,39.60997772216797
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 50—FOREIGN PROCUREMENT,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,2.Chapter,0.75936925,40.591373443603516
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 50—FOREIGN PROCUREMENT,CHAPTER 33—FACILITIES AND SERVICES,2.Chapter,2.Chapter,0.6700179,47.931549072265625
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 50—FOREIGN PROCUREMENT,CHAPTER 34—T AXES ON CERT AIN INSURANCE POLICIES,2.Chapter,2.Chapter,0.73529136,42.668155670166016
